InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,TotalPrice
393362,SKU_1224,Notebook,9,2021-07-10 00:00:00,84.64,86519.0,Spain,Apparel,761.76
799832,SKU_1348,Blue Pen,14,2021-07-10 01:00:00,3.07,87659.0,United States,Stationery,42.98
454060,SKU_1387,Blue Pen,30,2021-07-10 02:00:00,12.96,60748.0,Netherlands,Electronics,388.8
223182,SKU_1845,Notebook,1,2021-07-10 03:00:00,21.33,35060.0,Australia,Furniture,21.33
644854,SKU_1340,Notebook,17,2021-07-10 04:00:00,27.73,76910.0,United Kingdom,Electronics,471.41
209084,SKU_1660,Blue Pen,43,2021-07-10 06:00:00,97.04,45438.0,Italy,Furniture,4172.72
129717,SKU_1503,Headphones,18,2021-07-10 07:00:00,16.49,72992.0,France,Accessories,296.82
993724,SKU_1128,Wireless Mouse,24,2021-07-10 09:00:00,76.97,74431.0,United Kingdom,Apparel,1847.28
783524,SKU_1443,USB Cable,45,2021-07-10 10:00:00,38.67,29845.0,France,Apparel,1740.15
400706,SKU_1289,Desk Lamp,18,2021-07-10 11:00:00,57.32,91969.0,Spain,Electronics,1031.76
120169,SKU_1386,USB Cable,28,2021-07-10 13:00:00,25.05,69219.0,Sweden,Apparel,701.4
908036,SKU_1017,USB Cable,38,2021-07-10 14:00:00,14.17,35687.0,Sweden,Accessories,538.46
451814,SKU_1554,Headphones,13,2021-07-10 15:00:00,66.31,81347.0,Norway,Furniture,862.03
476749,SKU_1075,Backpack,38,2021-07-10 16:00:00,18.92,19287.0,Portugal,Electronics,718.96
493900,SKU_1552,Wall Clock,1,2021-07-10 18:00:00,60.1,94879.0,United States,Apparel,60.1
752428,SKU_1987,Desk Lamp,12,2021-07-10 19:00:00,68.76,89023.0,Netherlands,Furniture,825.1200000000001
202537,SKU_1873,Wall Clock,33,2021-07-10 20:00:00,62.1,91590.0,Germany,Accessories,2049.3
870625,SKU_1364,T-shirt,44,2021-07-10 21:00:00,64.68,36006.0,United Kingdom,Stationery,2845.92
735589,SKU_1279,Headphones,46,2021-07-10 22:00:00,89.62,38998.0,Sweden,Stationery,4122.52
370151,SKU_1279,Notebook,37,2021-07-10 23:00:00,33.03,16230.0,Australia,Furniture,1222.1100000000001
217419,SKU_1442,Blue Pen,21,2021-07-11 01:00:00,17.41,25691.0,Belgium,Accessories,365.61
403931,SKU_1953,T-shirt,2,2021-07-11 02:00:00,64.58,97100.0,France,Stationery,129.16
830151,SKU_1535,USB Cable,48,2021-07-11 04:00:00,84.69,56804.0,Norway,Stationery,4065.12
853158,SKU_1507,White Mug,2,2021-07-11 05:00:00,35.27,46920.0,Australia,Furniture,70.54
970061,SKU_1449,Notebook,23,2021-07-11 06:00:00,85.67,60786.0,Australia,Furniture,1970.41
892214,SKU_1374,Backpack,35,2021-07-11 07:00:00,46.26,47758.0,France,Stationery,1619.1
691058,SKU_1295,USB Cable,47,2021-07-11 08:00:00,89.72,33943.0,Germany,Stationery,4216.84
681933,SKU_1475,Desk Lamp,43,2021-07-11 09:00:00,99.92,17201.0,France,Apparel,4296.56
727797,SKU_1838,White Mug,38,2021-07-11 10:00:00,98.06,26614.0,Norway,Accessories,3726.28
330796,SKU_1392,T-shirt,17,2021-07-11 11:00:00,44.54,49644.0,Portugal,Electronics,757.18
915636,SKU_1108,Backpack,5,2021-07-11 12:00:00,96.64,59819.0,Portugal,Electronics,483.2
641440,SKU_1358,Backpack,10,2021-07-11 13:00:00,85.07,38465.0,Italy,Accessories,850.6999999999999
624154,SKU_1955,Blue Pen,11,2021-07-11 14:00:00,2.23,30182.0,Germany,Apparel,24.53
548402,SKU_1934,Office Chair,40,2021-07-11 15:00:00,33.27,47923.0,United States,Apparel,1330.8000000000002
863260,SKU_1288,Wall Clock,31,2021-07-11 16:00:00,9.87,86418.0,Germany,Furniture,305.96999999999997
452699,SKU_1417,White Mug,3,2021-07-11 17:00:00,14.26,97371.0,Germany,Stationery,42.78
316096,SKU_1317,Wall Clock,23,2021-07-11 18:00:00,91.18,35597.0,United States,Electronics,2097.1400000000003
858019,SKU_1340,Backpack,31,2021-07-11 19:00:00,30.83,74792.0,Germany,Apparel,955.7299999999999
381833,SKU_1316,Backpack,49,2021-07-11 20:00:00,58.5,76539.0,Portugal,Accessories,2866.5
806050,SKU_1348,Wireless Mouse,38,2021-07-11 21:00:00,46.42,23963.0,Germany,Furniture,1763.96
587258,SKU_1026,White Mug,33,2021-07-11 22:00:00,92.22,79066.0,Norway,Furniture,3043.2599999999998
445395,SKU_1637,Office Chair,23,2021-07-11 23:00:00,24.25,21575.0,Italy,Stationery,557.75
288392,SKU_1400,Wall Clock,47,2021-07-12 00:00:00,44.72,71931.0,United States,Stationery,2101.84
811451,SKU_1315,Notebook,24,2021-07-12 01:00:00,9.45,54770.0,United Kingdom,Stationery,226.79999999999998
468709,SKU_1681,White Mug,17,2021-07-12 02:00:00,63.33,33715.0,United Kingdom,Furniture,1076.61
572517,SKU_1558,Headphones,8,2021-07-12 03:00:00,88.72,57387.0,Netherlands,Accessories,709.76
881675,SKU_1342,Desk Lamp,15,2021-07-12 05:00:00,79.54,11160.0,Sweden,Stationery,1193.1000000000001
336502,SKU_1692,Blue Pen,16,2021-07-12 06:00:00,14.37,32160.0,Italy,Accessories,229.92
296349,SKU_1364,White Mug,27,2021-07-12 07:00:00,47.23,85924.0,United Kingdom,Apparel,1275.2099999999998
411776,SKU_1916,Wireless Mouse,27,2021-07-12 08:00:00,28.47,24001.0,Spain,Furniture,768.6899999999999
644766,SKU_1903,White Mug,17,2021-07-12 09:00:00,67.17,14204.0,Netherlands,Apparel,1141.89
122551,SKU_1072,Wireless Mouse,22,2021-07-12 10:00:00,69.22,38551.0,Portugal,Apparel,1522.84
193608,SKU_1864,Headphones,5,2021-07-12 12:00:00,34.09,63177.0,Netherlands,Electronics,170.45000000000002
659849,SKU_1185,Headphones,38,2021-07-12 13:00:00,77.86,35044.0,Norway,Apparel,2958.68
233964,SKU_1835,Wall Clock,29,2021-07-12 14:00:00,54.73,94159.0,United States,Electronics,1587.1699999999998
386539,SKU_1318,T-shirt,6,2021-07-12 15:00:00,55.02,94113.0,Netherlands,Accessories,330.12
643044,SKU_1954,Headphones,11,2021-07-12 16:00:00,79.13,79404.0,Spain,Stationery,870.43
347652,SKU_1593,Backpack,26,2021-07-12 17:00:00,62.5,19493.0,France,Apparel,1625.0
351227,SKU_1991,Backpack,40,2021-07-12 18:00:00,15.76,11285.0,United Kingdom,Furniture,630.4
428477,SKU_1541,Notebook,15,2021-07-12 19:00:00,11.71,38063.0,Sweden,Accessories,175.65
566961,SKU_1792,Backpack,36,2021-07-12 20:00:00,26.5,11258.0,Australia,Stationery,954.0
599755,SKU_1632,Notebook,8,2021-07-12 21:00:00,37.37,87302.0,Portugal,Apparel,298.96
804666,SKU_1352,USB Cable,33,2021-07-12 22:00:00,27.69,99166.0,Italy,Stationery,913.7700000000001
776706,SKU_1354,Desk Lamp,36,2021-07-12 23:00:00,24.51,61292.0,Norway,Furniture,882.36
999993,SKU_1105,White Mug,48,2021-07-13 00:00:00,7.02,89153.0,United States,Furniture,336.96
914456,SKU_1823,Headphones,24,2021-07-13 01:00:00,52.07,97977.0,France,Electronics,1249.68
850310,SKU_1417,Wall Clock,8,2021-07-13 02:00:00,3.04,73037.0,United States,Electronics,24.32
611984,SKU_1945,Backpack,32,2021-07-13 03:00:00,52.16,66766.0,Australia,Furniture,1669.12
534034,SKU_1641,T-shirt,24,2021-07-13 04:00:00,14.57,63900.0,United Kingdom,Apparel,349.68
630235,SKU_1204,Headphones,19,2021-07-13 05:00:00,87.56,59719.0,Belgium,Accessories,1663.64
579456,SKU_1564,Headphones,35,2021-07-13 06:00:00,39.92,53560.0,Italy,Accessories,1397.2
227192,SKU_1381,Wireless Mouse,23,2021-07-13 07:00:00,77.59,70438.0,Norway,Apparel,1784.5700000000002
980670,SKU_1278,Wall Clock,47,2021-07-13 09:00:00,99.15,57603.0,Australia,Accessories,4660.05
425499,SKU_1726,Desk Lamp,17,2021-07-13 11:00:00,68.91,62472.0,France,Electronics,1171.47
551457,SKU_1542,Headphones,1,2021-07-13 12:00:00,90.84,26937.0,Belgium,Furniture,90.84
562176,SKU_1449,Backpack,41,2021-07-13 13:00:00,30.08,90695.0,Belgium,Apparel,1233.28
882780,SKU_1257,T-shirt,48,2021-07-13 14:00:00,40.51,52710.0,Portugal,Stationery,1944.48
338826,SKU_1452,Desk Lamp,42,2021-07-13 15:00:00,65.8,59457.0,Sweden,Apparel,2763.6
768778,SKU_1571,USB Cable,39,2021-07-13 16:00:00,16.79,35815.0,Spain,Accessories,654.81
850782,SKU_1077,Wireless Mouse,48,2021-07-13 17:00:00,70.46,48625.0,Australia,Electronics,3382.08
855679,SKU_1022,USB Cable,42,2021-07-13 18:00:00,81.65,42442.0,United Kingdom,Stationery,3429.3
581809,SKU_1502,Office Chair,42,2021-07-13 19:00:00,60.51,72730.0,Italy,Apparel,2541.42
286256,SKU_1184,Wall Clock,17,2021-07-13 20:00:00,32.74,12877.0,Belgium,Furniture,556.58
869606,SKU_1546,Wireless Mouse,44,2021-07-13 21:00:00,62.53,47114.0,Norway,Apparel,2751.32
272905,SKU_1512,Headphones,17,2021-07-13 22:00:00,88.9,12277.0,United Kingdom,Furniture,1511.3000000000002
493781,SKU_1616,Backpack,28,2021-07-13 23:00:00,26.06,62827.0,Belgium,Stationery,729.68
118402,SKU_1687,Notebook,25,2021-07-14 00:00:00,87.19,32181.0,Norway,Electronics,2179.75
273917,SKU_1048,Desk Lamp,18,2021-07-14 01:00:00,73.63,24825.0,Germany,Apparel,1325.34
700139,SKU_1167,T-shirt,39,2021-07-14 02:00:00,44.7,44883.0,Netherlands,Stationery,1743.3000000000002
112834,SKU_1829,White Mug,44,2021-07-14 03:00:00,99.85,75550.0,United States,Furniture,4393.4
692138,SKU_1782,T-shirt,31,2021-07-14 04:00:00,14.84,79177.0,Sweden,Electronics,460.04
497099,SKU_1020,T-shirt,18,2021-07-14 06:00:00,70.42,65738.0,Belgium,Accessories,1267.56
733976,SKU_1391,Blue Pen,49,2021-07-14 07:00:00,2.47,70198.0,Australia,Stationery,121.03000000000002
306659,SKU_1902,T-shirt,47,2021-07-14 08:00:00,89.46,56582.0,France,Furniture,4204.62
468664,SKU_1104,T-shirt,43,2021-07-14 09:00:00,35.63,56414.0,Sweden,Furniture,1532.0900000000001
898127,SKU_1289,USB Cable,12,2021-07-14 10:00:00,21.05,62960.0,Spain,Furniture,252.60000000000002
254195,SKU_1703,Desk Lamp,49,2021-07-14 12:00:00,20.58,66628.0,Belgium,Apparel,1008.42
682769,SKU_1425,Office Chair,15,2021-07-14 13:00:00,1.35,36222.0,Australia,Furniture,20.25
697726,SKU_1228,White Mug,34,2021-07-14 14:00:00,5.98,30805.0,Belgium,Apparel,203.32000000000002
735779,SKU_1180,Headphones,37,2021-07-14 15:00:00,18.47,20579.0,United Kingdom,Electronics,683.39
510789,SKU_1224,White Mug,3,2021-07-14 17:00:00,1.1,32427.0,United States,Accessories,3.3000000000000003
156494,SKU_1265,Blue Pen,47,2021-07-14 20:00:00,51.2,63518.0,Italy,Accessories,2406.4
505504,SKU_1857,Wall Clock,37,2021-07-14 21:00:00,37.18,83397.0,Germany,Accessories,1375.66
933410,SKU_1313,Wireless Mouse,3,2021-07-14 22:00:00,48.05,67378.0,France,Stationery,144.14999999999998
479989,SKU_1498,USB Cable,18,2021-07-14 23:00:00,67.6,10609.0,Italy,Stationery,1216.8
831455,SKU_1876,Office Chair,5,2021-07-15 00:00:00,20.34,40394.0,Australia,Stationery,101.7
154672,SKU_1217,Notebook,1,2021-07-15 01:00:00,16.58,93834.0,Spain,Electronics,16.58
686109,SKU_1210,Desk Lamp,16,2021-07-15 02:00:00,92.96,55613.0,Portugal,Furniture,1487.36
970093,SKU_1098,Backpack,22,2021-07-15 03:00:00,5.21,73946.0,Belgium,Apparel,114.62
169224,SKU_1620,Wall Clock,36,2021-07-15 04:00:00,52.63,29573.0,United Kingdom,Apparel,1894.68
334745,SKU_1344,Notebook,43,2021-07-15 06:00:00,3.17,76068.0,United States,Furniture,136.31
537922,SKU_1903,Notebook,44,2021-07-15 08:00:00,44.67,39416.0,Norway,Electronics,1965.48
752842,SKU_1523,Wireless Mouse,12,2021-07-15 09:00:00,90.1,68893.0,Portugal,Apparel,1081.1999999999998
485921,SKU_1117,Desk Lamp,37,2021-07-15 10:00:00,9.71,22305.0,France,Furniture,359.27000000000004
959391,SKU_1480,T-shirt,11,2021-07-15 15:00:00,42.51,75271.0,Norway,Stationery,467.60999999999996
663506,SKU_1922,Office Chair,25,2021-07-15 16:00:00,56.08,54025.0,Italy,Furniture,1402.0
615729,SKU_1328,Headphones,11,2021-07-15 18:00:00,19.62,52760.0,Sweden,Accessories,215.82000000000002
329766,SKU_1182,Headphones,21,2021-07-15 19:00:00,56.9,47900.0,Italy,Stationery,1194.8999999999999
951112,SKU_1416,Wireless Mouse,32,2021-07-15 21:00:00,14.14,98917.0,Germany,Electronics,452.48
454182,SKU_1253,T-shirt,32,2021-07-15 23:00:00,15.44,11783.0,Sweden,Apparel,494.08
643803,SKU_1944,Blue Pen,10,2021-07-16 00:00:00,8.15,75244.0,France,Accessories,81.5
523207,SKU_1004,Headphones,19,2021-07-16 01:00:00,79.51,90184.0,Portugal,Electronics,1510.69
308106,SKU_1979,T-shirt,9,2021-07-16 03:00:00,12.89,53238.0,Germany,Stationery,116.01
919433,SKU_1535,White Mug,39,2021-07-16 04:00:00,59.48,15190.0,Portugal,Furniture,2319.72
625679,SKU_1632,T-shirt,13,2021-07-16 05:00:00,27.72,19705.0,Australia,Accessories,360.36
820566,SKU_1606,Wireless Mouse,15,2021-07-16 06:00:00,53.1,96795.0,Italy,Apparel,796.5
733676,SKU_1427,USB Cable,28,2021-07-16 07:00:00,5.6,57574.0,Italy,Accessories,156.79999999999998
404359,SKU_1963,Notebook,1,2021-07-16 08:00:00,58.01,35382.0,Italy,Stationery,58.01
389258,SKU_1750,Blue Pen,15,2021-07-16 10:00:00,96.55,29792.0,France,Apparel,1448.25
767242,SKU_1226,Wireless Mouse,26,2021-07-16 11:00:00,70.07,89149.0,Netherlands,Accessories,1821.8199999999997
999574,SKU_1653,White Mug,25,2021-07-16 12:00:00,99.5,36660.0,Australia,Stationery,2487.5
772633,SKU_1931,Wireless Mouse,10,2021-07-16 13:00:00,83.13,80277.0,Portugal,Electronics,831.3
468350,SKU_1562,White Mug,32,2021-07-16 14:00:00,96.33,32927.0,United States,Furniture,3082.56
669935,SKU_1389,White Mug,37,2021-07-16 15:00:00,89.94,33671.0,United States,Electronics,3327.7799999999997
575881,SKU_1656,Wireless Mouse,34,2021-07-16 16:00:00,95.41,23320.0,Australia,Apparel,3243.94
362571,SKU_1818,Blue Pen,45,2021-07-16 19:00:00,90.94,75487.0,Australia,Apparel,4092.2999999999997
852312,SKU_1563,Office Chair,7,2021-07-16 20:00:00,51.32,63552.0,Portugal,Electronics,359.24
690555,SKU_1011,Desk Lamp,29,2021-07-16 21:00:00,50.33,27989.0,Germany,Electronics,1459.57
100799,SKU_1336,Desk Lamp,33,2021-07-16 22:00:00,55.24,40141.0,Netherlands,Apparel,1822.92
417803,SKU_1606,Wall Clock,37,2021-07-16 23:00:00,21.79,86272.0,Spain,Apparel,806.23
587625,SKU_1882,Backpack,37,2021-07-17 00:00:00,21.68,72808.0,France,Stationery,802.16
631313,SKU_1128,White Mug,23,2021-07-17 01:00:00,57.19,13967.0,Spain,Apparel,1315.37
638769,SKU_1010,Office Chair,30,2021-07-17 02:00:00,77.88,61070.0,France,Stationery,2336.3999999999996
387555,SKU_1489,White Mug,23,2021-07-17 03:00:00,11.06,73434.0,Portugal,Stationery,254.38000000000002
852254,SKU_1271,Desk Lamp,20,2021-07-17 04:00:00,74.18,66437.0,Portugal,Furniture,1483.6000000000001
730216,SKU_1356,Backpack,17,2021-07-17 05:00:00,19.19,31130.0,France,Electronics,326.23
747302,SKU_1880,White Mug,39,2021-07-17 06:00:00,42.03,27552.0,Norway,Stationery,1639.17
508177,SKU_1091,Desk Lamp,17,2021-07-17 07:00:00,7.97,56784.0,Australia,Apparel,135.49
514983,SKU_1008,Notebook,1,2021-07-17 08:00:00,61.97,40065.0,Netherlands,Accessories,61.97
614111,SKU_1886,Backpack,29,2021-07-17 09:00:00,85.38,80440.0,United States,Stationery,2476.02
151690,SKU_1122,Notebook,26,2021-07-17 10:00:00,46.65,20442.0,United Kingdom,Furniture,1212.8999999999999
677158,SKU_1775,Backpack,2,2021-07-17 11:00:00,86.01,35607.0,Sweden,Apparel,172.02
791495,SKU_1280,USB Cable,45,2021-07-17 12:00:00,70.31,34923.0,Portugal,Electronics,3163.9500000000003
186928,SKU_1457,USB Cable,35,2021-07-17 13:00:00,74.62,48079.0,France,Accessories,2611.7000000000003
621921,SKU_1935,Blue Pen,12,2021-07-17 14:00:00,37.25,16902.0,United Kingdom,Apparel,447.0
834158,SKU_1450,Wall Clock,10,2021-07-17 15:00:00,34.45,62438.0,Portugal,Stationery,344.5
695053,SKU_1630,Notebook,13,2021-07-17 16:00:00,14.18,42495.0,Belgium,Accessories,184.34
385916,SKU_1406,White Mug,39,2021-07-17 17:00:00,57.98,52232.0,United Kingdom,Apparel,2261.22
905231,SKU_1701,White Mug,25,2021-07-17 18:00:00,98.78,19581.0,Portugal,Apparel,2469.5
474195,SKU_1790,T-shirt,37,2021-07-17 19:00:00,54.11,51867.0,Norway,Apparel,2002.07
754229,SKU_1811,Desk Lamp,6,2021-07-17 20:00:00,54.33,59167.0,Spain,Furniture,325.98
123555,SKU_1055,Notebook,27,2021-07-17 21:00:00,37.85,86429.0,France,Stationery,1021.95
489363,SKU_1378,White Mug,27,2021-07-17 23:00:00,97.39,95446.0,United Kingdom,Electronics,2629.53
497477,SKU_1501,Notebook,22,2021-07-18 00:00:00,43.11,31558.0,Norway,Apparel,948.42
481977,SKU_1022,White Mug,36,2021-07-18 01:00:00,15.48,77569.0,Italy,Furniture,557.28
408697,SKU_1244,Wall Clock,45,2021-07-18 03:00:00,73.51,13343.0,Italy,Stationery,3307.9500000000003
670071,SKU_1417,USB Cable,6,2021-07-18 05:00:00,24.88,23756.0,Germany,Electronics,149.28
625403,SKU_1230,Notebook,31,2021-07-18 06:00:00,47.86,11586.0,France,Furniture,1483.66
823486,SKU_1209,T-shirt,17,2021-07-18 07:00:00,31.54,56329.0,France,Accessories,536.18
172908,SKU_1161,Backpack,7,2021-07-18 08:00:00,33.59,27160.0,Australia,Furniture,235.13000000000002
693397,SKU_1376,Wall Clock,13,2021-07-18 09:00:00,9.92,20014.0,United States,Apparel,128.96
889410,SKU_1865,Desk Lamp,49,2021-07-18 10:00:00,60.02,84294.0,United Kingdom,Accessories,2940.98
471087,SKU_1169,USB Cable,22,2021-07-18 11:00:00,28.28,42621.0,United Kingdom,Apparel,622.1600000000001
109422,SKU_1898,Desk Lamp,15,2021-07-18 12:00:00,22.7,31410.0,Spain,Electronics,340.5
274698,SKU_1338,Backpack,43,2021-07-18 13:00:00,14.14,86879.0,Italy,Furniture,608.02
942606,SKU_1473,Wall Clock,11,2021-07-18 15:00:00,41.12,15710.0,Netherlands,Furniture,452.32
137743,SKU_1872,Wall Clock,1,2021-07-18 17:00:00,42.46,30036.0,Norway,Furniture,42.46
825821,SKU_1362,T-shirt,43,2021-07-18 18:00:00,94.52,82645.0,Australia,Electronics,4064.3599999999997
550415,SKU_1478,Backpack,23,2021-07-18 19:00:00,45.57,99341.0,Netherlands,Stationery,1048.11
484922,SKU_1194,Wireless Mouse,28,2021-07-18 22:00:00,12.19,39640.0,Australia,Apparel,341.32
653718,SKU_1932,White Mug,39,2021-07-18 23:00:00,38.47,86755.0,Belgium,Electronics,1500.33
128834,SKU_1011,Office Chair,8,2021-07-19 00:00:00,19.09,25731.0,France,Furniture,152.72
648723,SKU_1494,T-shirt,35,2021-07-19 01:00:00,54.17,17480.0,France,Stationery,1895.95
680085,SKU_1976,Headphones,49,2021-07-19 03:00:00,89.23,75218.0,United Kingdom,Apparel,4372.27
536770,SKU_1783,Wall Clock,23,2021-07-19 04:00:00,4.85,54835.0,France,Stationery,111.55
678843,SKU_1061,T-shirt,18,2021-07-19 05:00:00,38.17,39520.0,Germany,Furniture,687.0600000000001
185350,SKU_1528,Desk Lamp,20,2021-07-19 06:00:00,38.12,50230.0,United Kingdom,Electronics,762.4
114716,SKU_1270,USB Cable,8,2021-07-19 07:00:00,73.52,55088.0,Netherlands,Electronics,588.16
888427,SKU_1556,Headphones,19,2021-07-19 09:00:00,34.26,17719.0,Belgium,Accessories,650.9399999999999
646702,SKU_1897,Office Chair,48,2021-07-19 10:00:00,47.54,72408.0,Portugal,Stationery,2281.92
769204,SKU_1656,Office Chair,17,2021-07-19 11:00:00,9.48,47616.0,Italy,Furniture,161.16
792019,SKU_1064,Headphones,39,2021-07-19 12:00:00,9.5,99684.0,United States,Apparel,370.5
115522,SKU_1861,Wall Clock,27,2021-07-19 13:00:00,73.06,62411.0,Norway,Electronics,1972.6200000000001
491776,SKU_1797,Desk Lamp,1,2021-07-19 15:00:00,28.39,60163.0,Spain,Furniture,28.39
960466,SKU_1489,Blue Pen,49,2021-07-19 16:00:00,56.3,45034.0,Spain,Electronics,2758.7
928754,SKU_1067,Office Chair,32,2021-07-19 17:00:00,53.8,36055.0,Portugal,Accessories,1721.6
987766,SKU_1811,Wireless Mouse,4,2021-07-19 19:00:00,7.93,94911.0,Spain,Accessories,31.72
763884,SKU_1607,Office Chair,40,2021-07-19 20:00:00,63.34,72598.0,Belgium,Stationery,2533.6000000000004
655134,SKU_1571,White Mug,29,2021-07-19 21:00:00,32.93,66241.0,Australia,Stationery,954.97
739218,SKU_1768,USB Cable,36,2021-07-19 23:00:00,15.8,56472.0,Netherlands,Stationery,568.8000000000001
386543,SKU_1018,Notebook,25,2021-07-20 00:00:00,69.41,89540.0,Netherlands,Stationery,1735.25
844027,SKU_1931,Blue Pen,17,2021-07-20 03:00:00,95.27,71574.0,Netherlands,Apparel,1619.59
223182,SKU_1090,Notebook,30,2021-07-20 04:00:00,13.48,35392.0,United States,Electronics,404.40000000000003
148591,SKU_1972,Backpack,39,2021-07-20 05:00:00,63.37,45425.0,Australia,Accessories,2471.43
251786,SKU_1986,USB Cable,12,2021-07-20 06:00:00,7.9,71088.0,Belgium,Apparel,94.80000000000001
184106,SKU_1461,Office Chair,4,2021-07-20 08:00:00,47.23,99420.0,Portugal,Accessories,188.92
461998,SKU_1226,White Mug,14,2021-07-20 10:00:00,7.62,94147.0,Portugal,Stationery,106.68
264486,SKU_1850,Wireless Mouse,31,2021-07-20 11:00:00,88.33,41436.0,Sweden,Apparel,2738.23
745120,SKU_1380,Headphones,17,2021-07-20 12:00:00,59.93,75400.0,France,Stationery,1018.81
710864,SKU_1920,T-shirt,8,2021-07-20 13:00:00,46.96,15629.0,United States,Apparel,375.68
834303,SKU_1906,Backpack,25,2021-07-20 14:00:00,42.91,71746.0,Italy,Furniture,1072.75
878952,SKU_1776,Wall Clock,11,2021-07-20 15:00:00,64.41,67753.0,Norway,Apparel,708.51
800828,SKU_1005,Notebook,26,2021-07-20 16:00:00,33.83,72863.0,Australia,Apparel,879.5799999999999
835062,SKU_1569,Headphones,26,2021-07-20 17:00:00,72.88,35276.0,Australia,Electronics,1894.8799999999999
408979,SKU_1356,White Mug,49,2021-07-20 20:00:00,90.62,33293.0,Germany,Electronics,4440.38
998886,SKU_1224,Wireless Mouse,9,2021-07-20 23:00:00,5.25,87861.0,Netherlands,Furniture,47.25
778283,SKU_1982,Wall Clock,26,2021-07-21 00:00:00,50.1,96177.0,Australia,Electronics,1302.6000000000001
216062,SKU_1462,Headphones,4,2021-07-21 01:00:00,45.33,92215.0,Sweden,Electronics,181.32
472598,SKU_1662,Desk Lamp,37,2021-07-21 03:00:00,71.55,77662.0,France,Electronics,2647.35
722672,SKU_1921,Backpack,16,2021-07-21 04:00:00,33.45,45036.0,Italy,Accessories,535.2
822979,SKU_1256,Headphones,13,2021-07-21 05:00:00,78.87,68028.0,United Kingdom,Apparel,1025.31
801506,SKU_1989,Blue Pen,2,2021-07-21 06:00:00,25.86,29169.0,Australia,Apparel,51.72
422176,SKU_1592,T-shirt,18,2021-07-21 07:00:00,31.53,53185.0,United Kingdom,Apparel,567.54
475665,SKU_1430,Headphones,27,2021-07-21 08:00:00,12.17,61464.0,Italy,Electronics,328.59
641428,SKU_1877,USB Cable,37,2021-07-21 09:00:00,21.42,88572.0,Portugal,Furniture,792.5400000000001
398663,SKU_1406,Headphones,49,2021-07-21 11:00:00,63.14,81015.0,Germany,Accessories,3093.86
203565,SKU_1104,Wall Clock,2,2021-07-21 13:00:00,10.84,44474.0,Portugal,Accessories,21.68
770051,SKU_1251,Office Chair,30,2021-07-21 14:00:00,48.08,98084.0,Netherlands,Apparel,1442.3999999999999
991588,SKU_1644,USB Cable,18,2021-07-21 15:00:00,1.84,20699.0,Norway,Accessories,33.120000000000005
649883,SKU_1264,Wireless Mouse,38,2021-07-21 18:00:00,66.84,82627.0,Sweden,Stationery,2539.92
288279,SKU_1131,Backpack,13,2021-07-21 19:00:00,53.29,17474.0,United Kingdom,Stationery,692.77
346661,SKU_1198,USB Cable,24,2021-07-21 20:00:00,84.57,78848.0,United States,Electronics,2029.6799999999998
264512,SKU_1704,Headphones,26,2021-07-21 21:00:00,45.64,92934.0,France,Accessories,1186.64
370774,SKU_1719,Wireless Mouse,31,2021-07-21 22:00:00,60.3,60149.0,Germany,Accessories,1869.3
524466,SKU_1056,T-shirt,11,2021-07-21 23:00:00,63.2,72355.0,Sweden,Apparel,695.2
360300,SKU_1891,Backpack,8,2021-07-22 00:00:00,8.32,81005.0,Germany,Apparel,66.56
339644,SKU_1408,Wall Clock,32,2021-07-22 01:00:00,87.09,91273.0,Australia,Apparel,2786.88
854108,SKU_1953,T-shirt,25,2021-07-22 02:00:00,48.76,21190.0,Belgium,Stationery,1219.0
993893,SKU_1261,Wireless Mouse,21,2021-07-22 03:00:00,69.26,54082.0,Belgium,Stationery,1454.46
174191,SKU_1653,Headphones,19,2021-07-22 05:00:00,56.81,12890.0,Spain,Electronics,1079.39
200591,SKU_1574,Wireless Mouse,14,2021-07-22 06:00:00,47.86,14062.0,Netherlands,Accessories,670.04
688041,SKU_1117,Headphones,24,2021-07-22 07:00:00,66.38,88073.0,Sweden,Apparel,1593.12
603477,SKU_1484,Desk Lamp,14,2021-07-22 08:00:00,12.03,93510.0,Sweden,Accessories,168.42
684808,SKU_1970,Desk Lamp,12,2021-07-22 09:00:00,64.54,90794.0,Norway,Electronics,774.48
366152,SKU_1320,Blue Pen,16,2021-07-22 10:00:00,78.15,32935.0,United Kingdom,Electronics,1250.4
537680,SKU_1307,Wireless Mouse,31,2021-07-22 11:00:00,7.56,59525.0,Norway,Furniture,234.35999999999999
469552,SKU_1489,White Mug,30,2021-07-22 12:00:00,57.92,70968.0,Australia,Apparel,1737.6000000000001
362640,SKU_1320,Headphones,22,2021-07-22 13:00:00,8.53,89871.0,Australia,Apparel,187.66
461911,SKU_1756,Notebook,35,2021-07-22 14:00:00,27.12,54062.0,Sweden,Electronics,949.2
385356,SKU_1892,Blue Pen,17,2021-07-22 15:00:00,25.24,98467.0,Germany,Accessories,429.08
907069,SKU_1355,USB Cable,39,2021-07-22 16:00:00,90.54,93930.0,Australia,Apparel,3531.0600000000004
220118,SKU_1736,White Mug,26,2021-07-22 19:00:00,43.83,36741.0,Portugal,Apparel,1139.58
838706,SKU_1519,Wireless Mouse,23,2021-07-22 20:00:00,9.41,78969.0,Germany,Accessories,216.43
